Product,Price,Payment_Type,Name,City,State,Country,Transaction_date
Product1,1200,Visa,Ann,Austin                      ,TX,United States,01-06-2009 16:37
Product1,1200,Visa,Andrea,Bubuieci,Chisinau,Moldova,01-06-2009 17:15
Product1,1200,Visa,Cherie,Columbus                    ,OH,United States,01-06-2009 18:10
Product2,3600,Mastercard,Triona,Swampscott                  ,MA,United States,01-06-2009 18:11
Product1,1200,Visa,Tania,Vista                       ,CA,United States,01-06-2009 18:53
Product2,3600,Mastercard,Christiane,Mission,British Columbia,Canada,01-06-2009 20:39
Product1,1200,Visa,Kofi,Vancouver,British Columbia,Canada,01-06-2009 21:13
Product2,3600,Amex,Ritz,Pittsfield                  ,VT,United States,01-06-2009 22:19
Product2,3600,Amex,Sylvia,Pittsfield                  ,VT,United States,01-06-2009 23:00
Product2,3600,Mastercard,Deirdre,Lausanne,Vaud,Switzerland,01-07-2009 00:12
Product1,1200,Mastercard,Emily,Vecmilgravis,Riga,Latvia,01-07-2009 01:42
Product1,1200,Amex,Jeremy,London,England,United Kingdom,01-07-2009 04:45
Product1,1200,Visa,Lauren,Gries,Rhineland-Palatinate,Germany,01-07-2009 05:53
Product2,3600,Visa,Tiffany ,Paris,Ile-de-France,France,01-07-2009 06:11
Product1,1200,Mastercard,June ,Beachwood                   ,OH,United States,01-07-2009 06:18
Product1,1200,Diners,Therese,Clontarf,Dublin,Ireland,01-07-2009 06:33
Product1,1200,Amex,Jocelyn,Bruxelles,Brussels (Bruxelles),Belgium,01-07-2009 07:19
Product1,1200,Amex,Cherish ,Anchorage                   ,AK,United States,01-07-2009 07:28
Product1,1200,Mastercard,Marie,Ball Ground                 ,GA,United States,01-07-2009 07:44
Product1,1200,Mastercard,john,Glan-Munchweiler,Rhineland-Palatinate,Germany,01-07-2009 08:00
Product1,1200,Amex,maria,Ottawa,Ontario,Canada,01-07-2009 08:03
Product1,1200,Diners,Bryan Kerrene,New York                    ,NY,United States,01-07-2009 08:08
Product1,1200,Visa,Jannik ,Holmenkollen,Oslo,Norway,01-07-2009 08:21
Product1,1200,Diners,C,Chandler                    ,AZ,United States,01-07-2009 08:26
Product1,1200,Visa,Julie ,Ashford,England,United Kingdom,01-07-2009 09:54
Product1,1200,Visa,Darren,Pittsboro                   ,NC,United States,01-07-2009 10:01
Product1,1200,Mastercard,Emma,Sydney,New South Wales,Australia,01-07-2009 10:03
Product2,3600,Visa,VIOLETA,Silver Spring               ,MD,United States,01-07-2009 10:49
Product1,1200,Visa,claire ,Ballyneety,Limerick,Ireland,01-07-2009 10:52
Product1,1200,Visa,Erica,Nadur, ,Malta,01-07-2009 12:06
Product2,3600,Visa,Natasha,Milano,Lombardy,Italy,01-07-2009 12:39
Product1,1200,Amex,Fiona,Stamford                    ,CT,United States,01-07-2009 12:55
Product2,3600,Visa,Niki,Trelex,Vaud,Switzerland,01-07-2009 13:01
Product1,1200,Visa,Darian,Izmir,Izmir,Turkey,01-07-2009 13:19
Product1,1200,Visa,Sarah,Warwick,Quebec,Canada,01-07-2009 13:26
Product1,1200,Visa,Elizabeth,Calne,England,United Kingdom,01-07-2009 13:28
Product1,1200,Mastercard,Mary,Baile Atha Bui,Meath,Ireland,01-07-2009 13:28
Product1,1200,Mastercard,Mary,Stuttgart,Baden-Wurttemberg,Germany,01-07-2009 13:38
Product1,1200,Diners,megan,West Hills                  ,CA,United States,01-07-2009 13:49
Product1,1200,Visa,Elsa,Waiwera,Auckland,New Zealand,01-07-2009 13:57
Product1,1200,Mastercard,Cassandra,San Carlos                  ,CA,United States,01-07-2009 14:15
Product1,1200,Visa,Jennifer,Drogheda,Louth,Ireland,01-07-2009 14:55
Product2,3600,Visa,Anabela,Flossmoor                   ,IL,United States,01-07-2009 15:12
Product1,1200,Mastercard,Alex,Augusta                     ,GA,United States,01-07-2009 17:48
Product1,1200,Visa,Marie,Dickerson                   ,MD,United States,01-07-2009 17:51
Product1,1200,Mastercard,Selma,Greenville                  ,TX,United States,01-07-2009 18:15
Product1,1200,Visa,Marie-Christine,Durham                      ,NC,United States,01-07-2009 18:53
Product2,3600,Mastercard,Cindy,Englewood                   ,CO,United States,01-07-2009 19:03
Product2,3600,Amex,Brittany,Orlando                     ,FL,United States,01-07-2009 19:06
Product1,1200,Mastercard,loudon,Ottawa,Ontario,Canada,01-07-2009 19:18
Product2,3600,Mastercard,TRICIA,Sydney,New South Wales,Australia,01-07-2009 19:48
Product1,1200,Diners,Delphine,Santa Monica                ,CA,United States,01-07-2009 19:50
Product1,1200,Visa,Karen,Austin                      ,TX,United States,01-07-2009 20:01
Product1,1200,Amex,Nicole,Houston                     ,TX,United States,01-07-2009 20:15
Product1,1200,Visa,Gina,Red Deer,Alberta,Canada,01-07-2009 20:22
Product1,1200,Mastercard,Esther,Cincinnati                  ,OH,United States,01-07-2009 20:55
Product1,1200,Mastercard,lailani,Anchorage                   ,AK,United States,01-07-2009 22:29
Product1,1200,Visa,ZOE,New Plymouth City,Taranaki,New Zealand,01-08-2009 00:04
Product1,1200,Visa,Family,Los Gatos                   ,CA,United States,01-08-2009 00:42
Product1,1200,Mastercard,SYLVIA,Vesenaz,Geneve,Switzerland,01-08-2009 01:59
Product1,1200,Mastercard,Ken,Sidcup,England,United Kingdom,01-08-2009 02:46
Product2,3600,Mastercard,Caroline,Begnins,Vaud,Switzerland,01-08-2009 02:49
Product1,1200,Mastercard,Linda,Miami                       ,FL,United States,01-08-2009 03:16
Product1,1200,Visa,amanda,Liverpool,England,United Kingdom,01-08-2009 03:29
Product1,1200,Mastercard,Katherine,New York                    ,NY,United States,01-08-2009 03:56
Product1,1200,Visa,Elyssa,Gdansk,Pomorskie,Poland,01-08-2009 04:15
Product1,1200,Visa,Alan,Malahide,Dublin,Ireland,01-08-2009 04:16
Product1,1200,Visa,Rich,Ingelheim-Mitte,Rhineland-Palatinate,Germany,01-08-2009 06:29
Product1,1200,Mastercard,anne,Bournemouth,England,United Kingdom,01-08-2009 07:26
Product1,1200,Diners,Karin,High Wycombe,England,United Kingdom,01-08-2009 08:11
Product1,1200,Mastercard,Doug,Huntington                  ,NY,United States,01-08-2009 08:58
Product1,1200,Visa,Kasey,Aix-en-Provence,Provence-Alpes-Cote d'Azur,France,01-08-2009 09:43
Product1,1200,Diners,Benoit,Fort Saint James,British Columbia,Canada,01-08-2009 10:13
Product1,1200,Visa,Catherine,Mount Forest,Ontario,Canada,01-08-2009 10:44
Product2,3600,Visa,Liz,Langnau,Zurich,Switzerland,01-08-2009 11:14
Product2,3600,Visa,Caren,Braunschweig,Lower Saxony,Germany,01-08-2009 11:55
Product1,1200,Diners,julie,Haverhill,England,United Kingdom,01-08-2009 11:55
Product1,1200,Diners,Andrea,Calgary,Alberta,Canada,01-08-2009 12:03
Product1,1200,Visa,jennifer,Morro Bay                   ,CA,United States,01-08-2009 12:04
Product1,1200,Mastercard,Trine Marie,Orillia,Ontario,Canada,01-08-2009 12:46
Product1,1200,Visa,Dr. Claudia,Oslo,Oslo,Norway,01-08-2009 13:14
Product1,1200,Mastercard,valerie et nicolas,Glenn Dale                  ,MD,United States,01-08-2009 13:19
Product1,1200,Visa,Mimi,Monte-Carlo, ,Monaco,01-08-2009 13:33
Product1,1200,Visa,Bruce,Belleville,Ontario,Canada,01-08-2009 13:34
Product1,1200,Amex,Angelina  Patrick,San Diego                   ,CA,United States,01-08-2009 14:04
Product1,1200,Visa,Dottie,Woodsboro                   ,MD,United States,01-08-2009 15:16
Product1,1200,Mastercard,Jennifer,Chicago                     ,IL,United States,01-08-2009 15:27
Product1,1200,Visa,jennifer,Phoenix                     ,AZ,United States,01-08-2009 16:24
Product1,1200,Diners,Veronique,Tenafly                     ,NJ,United States,01-08-2009 18:41
Product1,1200,Visa,Nadine,Belgrade                    ,MT,United States,01-08-2009 18:52
Product2,3600,Visa,Christian,Mableton                    ,GA,United States,01-08-2009 19:26
Product2,3600,Mastercard,PATRICK,Ban Khlong Sip,Krung Thep,Thailand,01-08-2009 19:29
Product1,1200,Visa,Kim,Calgary,Alberta,Canada,01-08-2009 20:32
Product1,1200,Visa,Pam and Rob,Yorba Linda                 ,CA,United States,01-08-2009 20:52
Product1,1200,Visa,Dickson,Kemerburgaz,Istanbul,Turkey,01-08-2009 23:00
Product1,1200,Visa,Jacob,Lindfield,New South Wales,Australia,01-08-2009 23:40
Product1,1200,Visa,Sabrina,Rambouillet,Ile-de-France,France,01-09-2009 01:12
Product2,3600,Amex,Ghislaine,Ferney-Voltaire,Rhone-Alpes,France,01-09-2009 03:03
Product1,1200,Visa,Ravinder,Lurgan,Northern Ireland,United Kingdom,01-09-2009 03:38
Product1,1200,Visa,Roza,Alcobendas,Madrid,Spain,01-09-2009 05:15
Product1,1200,Mastercard,Anneli,Houston                     ,TX,United States,01-09-2009 06:39
Product1,1200,Visa,Stacy,Rochester Hills             ,MI,United States,01-09-2009 07:49
Product1,1200,Amex,Precious,Edmonton,Alberta,Canada,01-09-2009 08:35
Product1,1200,Diners,Debora ,Wall                        ,NJ,United States,01-09-2009 08:57
Product1,1200,Mastercard,HELIDA,White House                 ,TN,United States,01-09-2009 10:22
Product2,3600,Visa,Jenna and Paul,Senatobia                   ,MS,United States,01-09-2009 10:35
Product1,1200,Visa,Jasinta Jeanne,Owings Mills                ,MD,United States,01-09-2009 11:14
Product1,1200,Amex,James,Guer,Brittany,France,01-09-2009 14:25
Product1,1200,Visa,Leah,Castleknock,Dublin,Ireland,01-09-2009 14:27
